Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3,
geografi,Vad kallas skalan som mäter jordbävningars styrka?,Richterskalan,Beaufortskalan,Fahrenheit,Rossby,
geografi,Huvudstad i Lettland?,Riga,Thimphu,Teheran,Mexico City,
geografi,Air Baltic har sitt huvudkontor i denna stad,Riga,Vilnius,Tallinn,Warszawa,
geografi,Vilken lettisk stad har den största träarkitekturen i världen?,Riga,Liepāja,Daugavpils,Jelgava,
geografi,Vad heter zonen runt jorden där de flesta jordbävningar uppstår?,Ring of Fire,Seismisk zon,Frakturgürtel,Tektonisk ring,
geografi,Vilken stad i Brasilien är känd för sin karneval?,Rio de Janeiro,São Paulo,Brasília,Salvador,
geografi,I vilken stad finns favela-safaris?,Rio de Janeiro,São Paulo,Buenos Aires,Lima,
geografi,Denna flod bildar gränsen mellan USA och Mexiko,Rio Grande,Colorado River,Columbia River,Snake River,
geografi,"I Saudiarabien, vilken stad är huvudstad?",Riyadh,Santiago,Abu Dhabi,Beirut,
geografi,Vem var den första att nå Sydpolen?,Roald Amundsen,Robert Scott,Ernest Shackleton,Edmund Hillary,
geografi,"Vilken bergskedja ligger i västra USA?",Rocky Mountains,Appalacherna,Sierra Nevada,Great Dividing Range,
geografi,Huvudstad i Italien?,Rom,Rabat,Dublin,Skopje,
geografi,Flygplatsen Fiumicino hör till vilken stad?,Rom,Riyadh,Dakar,Kyoto,
geografi,I vilken europeisk stad ligger det berömda Colosseum?,Rom,Milano,Neapel,Florens,
geografi,I vilken stad ligger det berömda Castel Sant'Angelo?,Rom,Milano,Neapel,Florens,
geografi,I vilken stad ligger det berömda Palazzo Massimo?,Rom,Milano,Neapel,Florens,
geografi,Vad heter appen som är störst för reseplanering bland backpackers?,Rome2Rio,Maps.me,Tripadvisor,Expedia,
geografi,Vad heter Europas största vikingamuseum?,Roskilde,Köpenhamn,Stockholm,Oslo,
geografi,Vilken finsk stad har den bästa sikten av norra ljusen?,Rovaniemi,Helsingfors,Tampere,Turku,
geografi,Vilket land har huvudstaden Bucharest?,Rumänien,Bulgarien,Moldavien,Ungern,
geografi,Var hittar man Draculas slott Bran?,Rumänien,Serbien,Bulgarien,Moldavien,
geografi,Var finns Europas största björnreservat?,Rumänien,Slovakien,Polen,Kroatien,
geografi,Vad heter Europas största medeltida torg?,Rynek Glowny i Kraków,Wien Stephansplatz,Grand Place i Bryssel,Piazza del Campo Siena,
geografi,I vilket land finns Elbrus?,Ryssland,Italien,Colombia,Nederländerna,
geografi,Vilket land gränsar till flest länder i världen?,Ryssland,Kina,Brasilien,Indien,
geografi,Var ligger Lake Baikal?,Ryssland,Kazakstan,Kanada,Ukraina,
geografi,I vilket land rinner Volga?,Ryssland,Ukraina,Kazakstan,Belarus,
geografi,Vilket land har störst yta i Europa?,Ryssland,Frankrike,Ukraina,Spanien,
geografi,Var kan resenärer ta transsibiriska järnvägen?,Ryssland,Mongoliet,Uzbekistan,Kazakstan,
geografi,Var ligger Europas längsta flod Volga?,Ryssland,Tyskland,Frankrike,Polen,
geografi,Var finns Europas största berg Elbrus?,Ryssland,Kazakstan,Georgien,Turkiet,
geografi,Vart finns världens största sötvattensjö?,Ryssland,USA,Kanada,Kazakstan,
geografi,Detta land har den största tidszonsskillnaden inom sitt territorium,Ryssland,USA,Kina,Australien,
geografi,Detta land har flest tidszoner i Europa,Ryssland,Frankrike,Spanien,Storbritannien,
geografi,Var ligger Dalhalla – den nedlagda kalkstensbrottet som blivit en arena?,Rättvik,Falun,Leksand,Avesta,
geografi,Denna flod bildar världens bredaste mynning,Río de la Plata,Amazonas,Kongo,Ganges,
geografi,Denna flod mynnar i Atlanten vid Buenos Aires,Río de la Plata,Paraná,Uruguay,Paraguay,
geografi,Saudiarabien i väst gränsar mot vilket hav?,Röda havet,Persiska viken,Arabiska havet,Gulf of Oman,
geografi,Vilket hav ligger mellan Arabien och Afrika?,Röda havet,Persiska viken,Arabiska havet,Indiska oceanen,
geografi,Vad heter platsen i Moskva där militärparader hålls?,Röda torget,Majdan,Palma-torget,Demokrati-torget,
geografi,Vad heter runstenen i Rök?,Rökstenen,Anundshög,Jellingestenen,Färjestenen,
geografi,Vilken tysk ö i Östersjön är känd för sina kritvita klippor?,Rügen,Sylt,Föhr,Usedom,
geografi,Vilken estnisk region är känd för sina öar?,Saare län,Hiiu län,Lääne län,Pärnu län,
geografi,Vad heter öknen där de berömda sfinxstatyerna finns?,Sahara,Thar,Kalahari,Simpsonöknen,
geografi,Vad heter Göteborgs universitetssjukhus?,Sahlgrenska,Karolinska,Danderyds,Sundsvalls,
geografi,Vad heter den stora saltslätten i Bolivia?,Salar de Uyuni,Atacama Salt Desert,Dead Vlei,Dasht-e Kavir,
geografi,Denne stad har bevarat sina trådbussar från kommunisttiden,Salzburg,Innsbruck,Graz,Linz,
geografi,Vilken österrikisk stad är Mozarts födelsestad?,Salzburg,Wien,Innsbruck,Graz,
geografi,Vilken stad är känd för Golden Gate-bron?,San Francisco,Los Angeles,New York,Boston,
geografi,Var lanserades Couchsurfing.com?,San Francisco,Berlin,London,Tokyo,
geografi,Vilken san marinesk stad ligger högst upp på berget?,San Marino stad,Borgo Maggiore,Serravalle,Domagnano,
geografi,Vad heter stranden i Skåne som lockar många turister?,Sandhammaren,Tylösand,Sudervik,Skansbukten,
geografi,Vad heter Sveriges största ökenliknande område i Lappland?,Sandåslandet,Kebnefjord,Stornäset,Granlandet,
geografi,"Vilken stad i Ryssland kallas ofta ""Nordens Venedig""?",Sankt Petersburg,Kaliningrad,Murmansk,Novgorod,
geografi,Var ligger Eremitaget?,Sankt Petersburg,Moskva,Kiev,Helsingfors,
geografi,Var finns Europas högsta byggnad Lakhta Center?,Sankt Petersburg,Moskva,London,Frankfurt,
geografi,Denna stad har Europas längsta rulltrappa i tunnelbanan,Sankt Petersburg,Kyiv,Prag,Budapest,
geografi,I vilken stad ligger det berömda Peterhof-palatset?,Sankt Petersburg,Moskva,Novgorod,Pskov,
geografi,Vad heter Katedralen med kupol i Florens?,Santa Maria del Fiore,Santa Croce,San Marco,San Pietro,
geografi,"I Chile, vilken stad är huvudstad?",Santiago,Buenos Aires,Paris,Bogotá,
geografi,Vad heter berget där pilgrimsleden Camino de Santiago slutar?,Santiago de Compostela,Sevilla,Toledo,Bilbao,
geografi,Vilken stad är huvudstad i Dominikanska republiken?,Santo Domingo,Lissabon,Tallinn,Ulaanbaatar,
geografi,Vad heter den grekiska ön känd för vita hus i klippor?,Santorini,Mykonos,Kreta,Rhodos,
geografi,Vilken grekisk ö är känd för sina blå kupoler och solnedgångar?,Santorini,Mykonos,Kreta,Rhodos,
geografi,Vad heter snöfestivalen som backpackers besöker i Hokkaido?,Sapporo Snow Festival,Fuji Festival,Yuki Matsuri,Kyoto Ice Parade,
geografi,Huvudstad i Bosnien och Hercegovina?,Sarajevo,Islamabad,Dodoma,Santiago,
geografi,Vad heter Italiens näst största ö efter Sicilien?,Sardinien,Elba,Capri,Ischia,
geografi,Vilken nationalpark kallas ibland Europas sista vildmark?,Sarek,Abisko,Padjelanta,Tyresta,
geografi,Detta land har längst kust längs Röda havet,Saudi Arabien,Sudan,Egypten,Eritrea,
geografi,Vilket land besöker backpackers för Madain Saleh?,Saudiarabien,Egypten,Jordanien,Syrien,
geografi,Vad heter fjällområdet vid gränsen mellan Norge och Sverige?,Scandes,Alperna,Uralbergen,Karpaterna,
geografi,Vad heter Nederländernas största flygplats?,Schiphol,Rotterdam The Hague,Eindhoven,Maastricht Aachen,
geografi,Var ligger staden Genève?,Schweiz,Senegal,Etiopien,Estland,
geografi,Var ligger staden Basel?,Schweiz,Förenade arabemiraten,Litauen,Pakistan,
geografi,Var ligger Matterhorn?,Schweiz,Österrike,Frankrike,Italien,
geografi,Var finns Eurovisionens födelsestad Lugano?,Schweiz,Italien,Österrike,Frankrike,
geografi,Var ligger Europas högst belägna järnvägsstation Jungfraujoch?,Schweiz,Österrike,Tyskland,Frankrike,
geografi,Var kan resenärer resa med Glacier Express?,Schweiz,Österrike,Frankrike,Tyskland,
geografi,Var finns Europas längsta tunnel Gotthard Base Tunnel?,Schweiz,Österrike,Frankrike,Italien,
geografi,Detta land har världens tätaste järnvägsnät,Schweiz,Japan,Nederländerna,Belgien,
geografi,Hur kallas trenden att besöka platser kända från filmer och spel?,Screen tourism,Film travel,Fiction trip,Movieland tourism,
geografi,Genom Paris flyter vilken flod?,Seine,Elbe,Moldau,Donau,
geografi,Vad heter floden som rinner genom Paris?,Seine,Loire,Rhôn,Marne,
geografi,Vad heter tjänsten som erbjuder månatliga abonnemang för flexibla resor?,Selina CoLive,Remote Year,NomadPass,StayFlex,
geografi,"I Sydkorea, vilken stad är huvudstad?",Seoul,Bagdad,Santo Domingo,Dhaka,
geografi,Var finns Incheon International Airport?,Seoul,Tokyo,Beijing,Shanghai,
geografi,Vad heter världens största gotiska katedral?,Sevilla,Rouen,Köln,Riga,
geografi,Vad heter Europas största gotiska domkyrka?,Sevilla,Köln,Prag,Burgos,
geografi,I vilken europeisk stad kan du besöka Alcázar-palatset?,Sevilla,Madrid,Córdoba,Granada,
geografi,Vad heter Spaniens största katedral?,Sevillakatedralen,Burgoskatedralen,Santiagokatedralen,Toledokatedralen,
geografi,Denna flod mynnar i Persiska viken genom en stor delta,Shatt al-Arab,Eufrat,Tigris,Karun,
geografi,Vilken ögrupp ligger mellan Skottland och Norge?,Shetlandsöarna,Färöarna,Orkneyöarna,Hebriderna,
geografi,Vilken ö är störst i Medelhavet?,Sicilien,Cypern,Sardinien,Kreta,
geografi,Vad heter Italiens största ö?,Sicilien,Sardinien,Elba,Capri,
geografi,Var kan man besöka Mount Etna?,Sicilien,Kreta,Sardinien,Korsika,
geografi,Var finns Europas högsta vulkan Etna?,Sicilien,Kreta,Island,Azorerna,
geografi,Medelhavets största ö är,Sicilien,Sardinien,Korsika,Kreta,
geografi,Vilken italiensk ö är känd för sina aktiva vulkaner?,Sicilien,Sardinien,Korsika,Elba,
geografi,Vad heter största ön i Medelhavet?,Sicilien,Sardinien,Kreta,Cypern,
geografi,Vad heter staden känd som porten till Angkor Wat?,Siem Reap,Nha Trang,Vientiane,Luang Prabang,
geografi,Vad heter Sveriges äldsta bevarade stad?,Sigtuna,Lund,Uppsala,Linköping,
geografi,Flygplatsen Changi hör till vilken stad?,Singapore,Manchester,Rotterdam,Montevideo,
geografi,Vad heter bergskedjan som går genom både Sverige och Norge?,Skanderna,Karpaterna,Uralbergen,Alperna,
geografi,Denna halvö är den största i Europa,Skandinaviska halvön,Iberiska halvön,Italienska halvön,Balkanska halvön,
geografi,Vad heter Djurgårdens stora friluftsmuseum?,Skansen,Läckö Slott,Liseberg,Junibacken,
geografi,Vad heter trästaden i Västerbotten som brann men byggdes upp igen?,Skellefteå,Luleå,Piteå,Umeå,
geografi,Vad heter ön där Moderna museet ligger?,Skeppsholmen,Djurgården,Kungsholmen,Riddarholmen,
geografi,Vad heter världsarvet söder om Stockholm med unik kyrkogårdskonst?,Skogskyrkogården,Tyresta nationalpark,Drottningholm,Birka,
geografi,Vilken stad är huvudstad i Nordmakedonien?,Skopje,Sarajevo,Tirana,Belgrade,
geografi,Var hittar man Loch Ness?,Skottland,Irland,England,Wales,
geografi,Var ligger Europas mest kända whiskyregion Speyside?,Skottland,Irland,England,Wales,
geografi,Vad heter nationalparken vid kuststräckan Höga Kusten?,Skuleskogen,Tiveden,Färnebofjärden,Sonfjället,
geografi,Var ligger Akvarellmuseet?,Skärhamn,Kungshamn,Smögen,Marstrand,
geografi,I vilket landskap ligger Stenshuvuds nationalpark?,Skåne,Småland,Halland,Gotland,
geografi,Var finns Kristianstads Vattenrike – ett biosfärområde?,Skåne,Blekinge,Halland,Småland,
geografi,I vilket landskap ligger Höganäs känd för keramik?,Skåne,Halland,Blekinge,Småland,
geografi,Var ligger Söderåsen nationalpark?,Skåne,Småland,Värmland,Gästrikland,
geografi,I vilket landskap ligger Kullabergs naturreservat?,Skåne,Halland,Bohuslän,Blekinge,
geografi,Var finns Höörs djurpark?,Skåne,Blekinge,Halland,Dalarna,
geografi,Vad heter Skånes största safari- och djurpark?,Skånes Djurpark,Furuvik,Kolmården,Orsa Rovdjurpark,
geografi,Vad kallas lågpris-transportformen mellan städer i Indien?,Sleeper train,Flying coach,Camel bus,Mini tram,
geografi,Var kan man se Säldammen?,Slottsskogen,Universeum,Älvsborgs fästning,Lilla Bommen,
geografi,Var finns Europas längsta grotta Postojna?,Slovenien,Slovakien,Österrike,Montenegro,
geografi,Vad heter bron som förbinder Gamla stan med Södermalm?,Slussen,Västerbron,Skeppsbron,Centralbron,
geografi,Var ligger nöjesparken High Chaparral?,Småland,Dalsland,Uppland,Västmanland,
geografi,Var finns Växjö känd för sitt glasmuseum?,Småland,Närke,Västergötland,Skåne,
geografi,I vilket landskap finns Isaberg Mountain Resort?,Småland,Skåne,Lappland,Närke,
geografi,Vilken svensk region är känd för sina glasbläsare?,Småland,Västergötland,Dalarna,Skåne,
geografi,Ouigo höghastighetståg är ett dotterbolag till detta företag,SNCF,Trenitalia,Deutsche Bahn,Renfe,
geografi,Vad kallas resetrenden att visa upp destinationer på Instagram och TikTok?,Social travel,Visual tourism,Inspo travel,Media routes,
geografi,Vad heter berget som reser sig över Rio de Janeiro?,Sockertoppen,Corcovado,Pão de Açúcar,Tijuca,
geografi,Vad heter huvudstaden i Bulgarien?,Sofia,Muskat,Oslo,Caracas,
geografi,Vad heter Norges längsta fjord?,Sognefjorden,Hardangerfjorden,Oslofjorden,Nærøyfjorden,
geografi,Var ligger det kungliga Ulriksdals slott?,Solna,Drottningholm,Haga,Mariefred,
geografi,Vilket område kallas Afrikas horn?,Somalia,Kenya,Etiopien,Uganda,
geografi,Vad heter Vietnams största grottsystem öppnat för resenärer?,Son Doong,Phong Nha,Hang En,Tham Luang,
geografi,Denna ökn ligger på gränsen mellan USA och Mexiko,Sonoraöknen,Mojaveöknen,Chihuahuaöknen,Great Basin,
geografi,Vad heter öknen med Namibias högsta sanddyner?,Sossusvlei,Atacama,Sahara,Thar,
geografi,Var ligger Mount Rushmore med presidentporträtten?,South Dakota,Colorado,Wyoming,Utah,
geografi,Valencia finns i vilket land?,Spanien,Qatar,Ecuador,Norge,
geografi,Var ligger ön Kanarieöarna?,Spanien,Danmark,Polen,Indien,
geografi,Var ligger klosterkomplexet Montserrat?,Spanien,Portugal,Frankrike,Italien,
geografi,Var finns pilgrimsleden Camino de Santiago?,Spanien,Italien,Frankrike,Portugal,
geografi,Var kan man äta tapas i Andalusien?,Spanien,Italien,Portugal,Frankrike,
geografi,Var finns Europas största grotta Altamira?,Spanien,Frankrike,Italien,Portugal,
geografi,Vilken slovakisk region är känd för sina träkyrkor?,Spiš,Bratislava,Košice,Nitra,
geografi,Var finns Diocletianus palats?,Split,Zadar,Kotor,Mostar,
geografi,Sigiriya finns i vilket land?,Sri Lanka,Danmark,USA,Dominikanska republiken,
geografi,Vad heter önationen känd för templen Anuradhapura och backpacking?,Sri Lanka,Fiji,Maldiverna,Laos,
geografi,Vad heter den medeltida bron i Mostar?,Stari Most,Latin Bridge,Chain Bridge,Charles Bridge,
geografi,Vad heter fångstgropar och boplatsernas område i Jämtland som är världsarv?,Stegelfältet,Grimeton,Birka,Hällristningarna,
geografi,Denna färjelinje trafikerar mellan England och Nederländerna,Stena Line,P&O Ferries,DFDS,Brittany Ferries,
geografi,Genom Australien går denna tropiska linje,Stenböckens vändkrets,Kräftans vändkrets,Ekvatorn,Norra polcirkeln,
geografi,I vilket hav ligger Bora Bora?,Stilla havet,Atlanten,Indiska oceanen,Arktis,
geografi,I detta hav ligger världens djupaste punkt,Stilla havet,Atlanten,Indiska oceanen,Norra ishavet,
geografi,Var finns Skansen friluftsmuseum?,Stockholm,Lund,Uppsala,Linköping,
geografi,Var finns Sveriges största skärgård?,Stockholm,Göteborg,Karlskrona,Luleå,
geografi,Var finns Naturhistoriska riksmuseet?,Stockholm,Uppsala,Lund,Göteborg,
geografi,Var finns den stora spaanläggningen Yasuragi?,Stockholm,Göteborg,Malmö,Uppsala,
geografi,Var finns Polar Music Prize-museet?,Stockholm,Göteborg,Luleå,Malmö,
geografi,Var ligger ABBA-museet?,Stockholm,Göteborg,Uppsala,Lund,
geografi,Vad heter Europas största skärgård?,Stockholms skärgård,Bohusläns skärgård,Åbo skärgård,Venedigs lagun,
geografi,Vad kallas den djupa dal som löper genom Östafrika?,Stora afrianska riftdalen,Nil-dalen,Kongo-bassängen,Kalaharibassengen,
geografi,Vad heter världens största korallrev?,Stora barriärrevet,Androsrevet,Röda havets rev,Florida Keys,
geografi,I vilket land hittar du Manchester?,Storbritannien,Oman,Österrike,Irland,
geografi,Vad heter huvudtorget i Gamla stan i Stockholm?,Stortorget,Sergels torg,Gustav Adolfs torg,Lilla torg,
geografi,Var finns Bohusläns Kosteröarna?,Strömstad,Marstrand,Fjällbacka,Hunnebostrand,
geografi,Vad kallas det när kontinentala plattor glider under andra plattor?,Subduktion,Kollision,Spridning,Transform,
geografi,Vad heter största ön i Indonesien?,Sumatra,Kalimantan,Java,Sulawesi,
geografi,Var ligger Norra Berget – friluftsmuseum?,Sundsvall,Gävle,Carlstad,Umeå,
geografi,Vad heter flygplatsen i Bangkok?,Suvarnabhumi,Don Mueang,Chiang Mai,Phuket,
geografi,Vilken isländsk region är känd för sina geysrar?,Suðurland,Vesturland,Norðurland,Austurland,
geografi,Vad heter Europas nordligaste flygplats?,Svalbard,Kiruna,Reykjavik,Helsinki,
geografi,Vilket hav gränsar till både Europa och Asien?,Svarta havet,Mellanösternhavet,Aralsjön,Baltiska havet,
geografi,Var mynnar Donaufloden?,Svarta havet,Östersjön,Medelhavet,Nordsjön,
geografi,Var ligger Krimhalvön?,Svarta havet,Medelhavet,Adriatiska havet,Östersjön,
geografi,Vilka två hav förbinds av Bosporen?,Svarta havet och Marmarasjön,Medelhavet och Röda havet,Adriatiska havet och Joniska havet,Kaspiska havet och Svarta havet,
geografi,Vilket land har flest öar i Europa?,Sverige,Norge,Finland,Storbritannien,
geografi,Var finns fjällområdet Sarek?,Sverige,Norge,Finland,Island,
geografi,Vad heter kända klosterön i Montenegro?,Sveti Stefan,Kotor,Budva,Cetinje,
geografi,Johannesburg finns i vilket land?,Sydafrika,Syrien,Serbien,Tyskland,
geografi,Var ligger staden Kapstaden?,Sydafrika,Nya Zeeland,Guatemala,Senegal,
geografi,Var ligger staden Durban?,Sydafrika,Italien,Bhutan,Etiopien,
geografi,I vilket land hittar du Table Mountain?,Sydafrika,Qatar,Ungern,Tjeckien,
geografi,Var ligger safariresmålet Krugerparken?,Sydafrika,Kenya,Uganda,Tanzania,
geografi,I detta land finns världens djupaste gruva,Sydafrika,Chile,Ryssland,Kanada,
geografi,Var ligger bergskedjan Anderna?,Sydamerika,Asien,Europa,Afrika,
geografi,Var finns regnskogen Amazonas?,Sydamerika,Afrika,Centralamerika,Ostasien,
geografi,I vilken världsdel ligger Bolivia?,Sydamerika,Europa,Afrika,Asien,
geografi,Var ligger staden Seoul?,Sydkorea,Algeriet,Iran,Peru,
geografi,I vilket land hittar du Busan?,Sydkorea,Venezuela,Italien,Rumänien,
geografi,Var ligger ön Jeju?,Sydkorea,Nya Zeeland,Montenegro,Estland,
geografi,Vad heter Australiens största stad?,Sydney,Melbourne,Brisbane,Perth,
geografi,Var ligger Europas största termalbad?,Széchenyi i Budapest,Gellért i Budapest,Caracalla i Baden-Baden,Blue Lagoon på Island,
geografi,Var finns flygplatsen med kod GRU?,São Paulo,Rio de Janeiro,Brasília,Salvador,
geografi,Vad heter ön där Fotografiska museet finns?,Södermalm,Gamla stan,Kungsholmen,Lilla Essingen,
geografi,Var finns Sveriges största bokskog?,Söderåsen nationalpark,Tyresta,Tiveden,Skuleskogen,
geografi,Vad heter Europas största öken?,Tabernas,Oltenia Desert,Bled,Karadag,
geografi,Vilket land måste man resa genom för att nå Pamir Highway?,Tadzjikistan,Kazakhstan,Mongoliet,Kina,
geografi,Vad heter öknen där silkesvägen passerade genom Centralasien?,Taklamakan,Gobi,Karakum,Dasht-e Kavir,
geografi,Vad heter huvudstaden i Estland?,Tallinn,Stockholm,Dodoma,Prag,
geografi,Vilken estnisk stad är känd för sin medeltida stadsmur?,Tallinn,Tartu,Narva,Pärnu,
geografi,Vilket svenskt världsarv består av hällristningar från bronsåldern?,Tanum,Birka,Falun,Grimeton,
geografi,Var hittar du Vitlycke museum om hällristningar?,Tanum,Skara,Luleå,Örebro,
geografi,I vilket land finns Kilimanjaro?,Tanzania,Rumänien,Portugal,Thailand,
geografi,Var finns Serengeti?,Tanzania,Kenya,Uganda,Etiopien,
geografi,Var ligger Serengeti nationalpark?,Tanzania,Kenya,Namibia,Uganda,
geografi,Var ligger berömda Serengeti?,Tanzania,Kenya,Namibia,Sydafrika,
geografi,Var kan man klättra upp mot Kilimanjaro?,Tanzania,Kenya,Etiopien,Uganda,
geografi,Detta land har flest grannar i Afrika,Tanzania,Kongo,Sudan,Tchad,
geografi,Vilken georgisk stad är känd för sina svavelkällor?,Tbilisi,Kutaisi,Batumi,Gori,
geografi,Vad kallas rutter där resenärer vandrar mellan byar i Nepal?,Teahouse treks,Desert trails,Bamboo walks,Mango trails,
geografi,Vad heter Irans huvudstad?,Teheran,Shiraz,Esfahan,Tabriz,
geografi,Floden genom Lissabon?,Tejo,Moskva,Moldau,Amstel,
geografi,Flygplatsen Ben Gurion hör till vilken stad?,Tel Aviv,München,Brugge,Sarajevo,
geografi,Vad heter den djupa vattenmassan som rör sig i haven?,Termohalin cirkulation,Golfströmmen,Havströmmar,Abyssal cirkulation,
geografi,I vilket land ligger Chiang Mai?,Thailand,Laos,Peru,Oman,
geografi,Vad heter byggnaden med glaskupol i London?,The Gherkin,The Shard,Big Ben,Tower of London,
geografi,Vad heter tjänsten där man kan boka restauranger digitalt i Europa?,TheFork,Opentable,DineEasy,GastroGuide,
geografi,Vilken flod rinner genom London?,Themsen,Seine,Rhen,Donau,
geografi,Vad heter torget där Oktoberfest hålls?,Theresienwiese,Alexanderplatz,Römerplatz,Schönbrunn,
geografi,"Vad heter Greklands näst största stad?",Thessaloniki,Patras,Heraklion,Larissa,
geografi,Vilken stad är huvudstad i Bhutan?,Thimphu,Oslo,Rom,Phnom Penh,
geografi,Vad heter floden som flyter genom Rom?,Tibern,Po,Arno,Adige,
geografi,Vad heter världens äldsta zoo som ligger i Wien?,Tiergarten Schönbrunn,Berlin Zoo,Prag Zoo,Madrid Zoo,
geografi,Var finns Europas längsta skidtunnel?,Tignes,Andorra,Zermatt,Åre,
geografi,Vad heter det gamla mayatemplet i norra Guatemala?,Tikal,Chichén Itzá,Palenque,Copán,
geografi,Vilken nordmakedonsk region är känd för sina viner?,Tikvesh,Skopje,Ohrid,Strumica,
geografi,Vad heter Albaniens huvudstad?,Tirana,Skopje,Sarajevo,Podgorica,
geografi,Vad heter den bergskedja som sträcker sig genom Malay-halvön?,Titiwangsabergen,Anamalajbergen,Ghatsbergen,Arakanbergen,
geografi,Var finns Europas äldsta spa Karlovy Vary?,Tjeckien,Polen,Österrike,Ungern,
geografi,"Vad heter vinområdet i Ungern känt för dessertvin?",Tokaj,Barolo,Chianti,Rioja,
geografi,Vilken stad är huvudstad i Japan?,Tokyo,Nairobi,Moskva,Tallinn,
geografi,Flygplatsen Narita hör till vilken stad?,Tokyo,New Delhi,Ankara,Kano,
geografi,Vad heter vandringsleden i Nya Zeeland känd från Sagan om Ringen?,Tongariro Crossing,Milford Track,Routeburn,Abel Tasman Trail,
geografi,Vad heter Kanadas största stad?,Toronto,Vancouver,Montreal,Ottawa,
geografi,Vilken italiensk region är känd för sina olivoljeproducenter?,Toscana,Ligurien,Umbrien,Apulien,
geografi,Vad heter Europas största bron med klaffmekanism?,Tower Bridge,Brooklyn Bridge,Charles Bridge,Rialto Bridge,
geografi,Vad heter världsarvet i Litauen byggt av tegelsten?,Trakai slott,Vilnius slott,Kaunas borg,Kernavė ruiner,
geografi,Vilken rumänsk region är känd för Dracula-legenden?,Transsylvanien,Moldavien,Valakiet,Dobrogea,
geografi,Vad heter kända biblioteket i Dublin?,Trinity College,Bodleian,Bibliothèque Sainte-Geneviève,Prado,
geografi,Vilken huvudstad ligger närmast Saharaöknen?,Tripoli,Cairo,Khartoum,Niamey,
geografi,Vad kallas områden där flera tektoniska plattor möts?,Trippelpunkt,Plattgräns,Junction,Hotspot,
geografi,Vart ligger världens mest isolerade bebodda ö?,Tristan da Cunha,Påskön,Sankt Helena,Pitcairn,
geografi,"Vilken norsk stad kallas ""Norrlands port""?",Tromsø,Bergen,Trondheim,Stavanger,
geografi,Vad kallas den temperaturgräns där träd inte kan växa?,Trädgräns,Alpingräns,Tundragräns,Snögräns,
geografi,Vad heter huvudstaden i Tunisien?,Tunis,Bern,Thimphu,Ottawa,
geografi,I vilket land ligger Istanbul?,Turkiet,Kenya,Litauen,Egypten,
geografi,I vilket land hittar du Antalya?,Turkiet,Marocko,Ecuador,Nya Zeeland,
geografi,I vilket land ligger Izmir?,Turkiet,Kuba,Portugal,Ryssland,
geografi,Vilket land är känt för landskapet Cappadocia med grottstäder?,Turkiet,Georgien,Armenien,Jordanien,
geografi,Detta land har kust mot tre olika hav,Turkiet,Ryssland,Indien,USA,
geografi,Var ligger Pamukkales vita kalkstensformationer?,Turkiet,Grekland,Italien,Spanien,
geografi,Vad heter tjänsten där man hyr bilar från privatpersoner istället för bolag?,Turo,Getaround,CarNext,ShareRide,
geografi,Vad heter den långa sandstranden i Halland populär bland turister?,Tylösand,Tofta,Sudersand,Skanör,
geografi,Vilken nationalpark skyddar Sveriges största urskog?,Tyresta,Hornborga,Färnebofjärden,Tiveden,
geografi,Vilken österrikisk region är känd för sina dirndl?,Tyrol,Salzburg,Steiermark,Kärnten,
geografi,Var ligger staden Köln?,Tyskland,Singapore,Cypern,USA,
geografi,Var ligger Neuschwanstein?,Tyskland,Belgien,Österrike,Schweiz,
geografi,Vilket land har störst befolkning i Europa?,Tyskland,Frankrike,Ryssland,Italien,
geografi,Var finns Europas största vinfestival Bad Dürkheim?,Tyskland,Frankrike,Schweiz,Österrike,
geografi,Var hittar resenärer kurorten Baden-Baden?,Tyskland,Österrike,Suisse,Frankrike,
geografi,Var ligger Europas högsta kyrktorn i ULM?,Tyskland,Frankrike,Belgien,Schweiz,
geografi,Vilken färöisk stad är känd för sina gräståk?,Tórshavn,Klaksvík,Runavík,Tvøroyri,
geografi,Huvudstad i Mongoliet?,Ulaanbaatar,Kyiv,Helsingfors,Berlin,
geografi,Vad heter Göteborgs stora evenemangsarena?,Ullevi,Friends Arena,Avicii Arena,Globe,
geografi,Vad heter den kända klippformationen i Australien som helig för aboriginerna?,Uluru,Ayers Rock,Mount Kosciuszko,Simpson Cliff,
geografi,Var ligger Umeås kulturhus Väven?,Umeå,Sundsvall,Luleå,Gävle,
geografi,Vad heter världens äldsta universitet som ligger i Bologna?,Università di Bologna,Sorbonne,Oxford,Cambridge,
geografi,Vad heter den stora gatan i Berlin känd för bland annat maraton?,Unter den Linden,Kurfürstendamm,Alexanderstrasse,Friedrichstrasse,
geografi,Vad heter Sveriges äldsta universitetsstad?,Uppsala,Lund,Stockholm,Visby,
geografi,Var finns Linnéträdgården?,Uppsala,Lund,Stockholm,Visby,
geografi,Var finns The Knutby Church som blev beryktad?,Uppsala,Gävleborg,Dalarna,Örebro,
geografi,Europa skiljs från Asien av dessa berg,Uralbergen,Kaukasus,Karpaterna,Pyrenéerna,
geografi,Denna bergskedja är Europas längsta,Uralbergen,Alperna,Karpaterna,Skanderna,
geografi,Vad heter berget som skiljer Europa från Asien?,Uralbergen,Alperna,Karpaterna,Pyrenéerna,
